OriginCode,DestinCode,WeekDay,HourDeparture,ModelAircraft,Duration
EGPF,EGKK,2,13,A319,63
EGKK,EHAM,2,15,A319,55
EHAM,EGKK,2,17,A319,52
EDDL,EGKK,4,16,A319,68
EGKK,EGPF,4,18,A319,66
EGPF,EGKK,4,20,A319,59
EGKK,EDLE,6,14,A319,51
EGKK,EGPF,6,18,A319,69
EGKK,EHAM,7,6,A319,50
EHAM,EGKK,7,8,A319,42
EGKK,EKCH,1,19,A319,84
EKCH,EGKK,2,4,A319,88
EGKK,LFBD,3,11,A319,83
EGKK,EDDH,4,17,A319,64
EDDH,EGKK,4,19,A319,76
EGKK,LFBD,6,10,A319,69
LFBD,EGKK,6,12,A319,64
EGKK,EGPF,7,13,A319,72
EGPF,EGKK,7,15,A319,62
EGKK,EHAM,1,7,A319,55
EHAM,EGKK,1,9,A319,47
EGKK,LIRP,1,17,A319,102
EGPF,EGSS,1,6,A319,54
EGSS,EGPF,1,7,A319,62
EGPF,EGSS,1,9,A319,54
EGSS,EGPF,1,10,A319,61
EGPF,EGKK,1,18,A319,59
EGKK,EGPF,1,20,A319,61
EGPF,EGGW,2,6,A319,49
EGPF,EGGD,2,15,A319,48
EGGD,EGPF,2,17,A319,52
EGPF,EGGW,2,18,A319,50
EGGW,EGPF,2,20,A319,54
EGPF,EGGW,3,6,A319,54
EGGW,EGPF,3,12,A319,51
EGPF,EHAM,3,14,A319,68
EHAM,EGPF,3,16,A319,74
EGPF,EGSS,3,18,A319,57
EGSS,EGPF,3,20,A319,49
EGPF,EGGW,4,6,A319,52
EGGW,EGPF,4,13,A319,50
EGPF,EHAM,4,14,A319,70
EHAM,EGPF,4,16,A319,74
EGSS,EGPF,4,20,A319,45
EGPF,EGGW,5,6,A319,57
EGPF,EGGW,5,15,A319,59
EGGW,EGPF,5,17,A319,52
EGPF,EGSS,5,18,A319,54
EGPF,EGGW,6,6,A319,70
EGGW,EGPF,6,13,A319,48
EGPF,EGGW,6,15,A319,63
EGGW,EGPF,6,17,A319,52
EGPF,EGSS,6,18,A319,56
EGSS,EGPF,6,20,A319,42
EGPF,EGAA,7,7,A319,25
EGAA,EGPF,7,8,A319,25
EGPF,EGKK,7,9,A319,74
EGKK,EGPF,7,12,A319,58
EGPF,EHAM,7,14,A319,72
EHAM,EGPF,7,16,A319,64
EGPF,EGSS,7,17,A319,52
EGSS,EGPF,7,19,A319,46
EGPF,EGAA,1,8,A319,24
EGAA,EGPF,1,9,A319,24
EGPF,EGKK,1,10,A319,65
EGKK,EGPF,1,12,A319,63
EGPF,LFPG,1,15,A319,99
EGPF,EGAA,1,19,A319,22
EGAA,EGPF,1,20,A319,25
EGPF,EGGW,2,5,A319,50
EGGW,EGPF,2,13,A319,57
EGPF,EGSS,2,15,A319,52
EGSS,EGPF,2,17,A319,56
EGPF,EGGW,2,18,A319,51
EGGW,EGPF,2,20,A319,53
EGPF,EGGW,3,6,A319,52
EGPF,EHAM,3,14,A319,74
EHAM,EGPF,3,17,A319,72
EGPF,EGSS,3,18,A319,56
EGSS,EGPF,3,20,A319,55
EGPF,EGGW,4,6,A319,48
EGGW,EGPF,4,13,A319,55
EGPF,EHAM,4,15,A319,72
EHAM,EGPF,4,16,A319,79
EGPF,EGSS,4,19,A319,50
EGSS,EGPF,4,20,A319,57
EGPF,EGSS,5,5,A319,58
EGSS,EGPF,5,7,A319,56
EGJJ,EGPF,5,10,A319,75
EGPF,EGAA,5,14,A319,25
EGPF,EGAA,5,16,A319,23
EGAA,EGPF,5,17,A319,31
EGPF,EGAA,5,19,A319,24
EGAA,EGPF,5,20,A319,29
EGPF,EGGW,6,5,A319,54
EGGW,EGPF,6,13,A319,54
EGPF,EGGW,6,15,A319,54
EGGW,EGPF,6,17,A319,52
EGPF,EGSS,6,18,A319,60
EGSS,EGPF,6,20,A319,52
EGPF,EGGW,7,6,A319,51
EGGW,EGPF,7,7,A319,50
EGPF,EGSS,7,9,A319,62
EGSS,EGPF,7,11,A319,57
EGPF,EHAM,7,13,A319,72
EHAM,EGPF,7,15,A319,67
EGPF,EGSS,7,17,A319,52
EGSS,EGPF,7,18,A319,53
EGPF,EGAA,1,8,A319,28
EGAA,EGPF,1,9,A319,30
EGPF,EGKK,1,10,A319,65
EGKK,EGPF,1,12,A319,63
EGPF,LFPG,1,15,A319,90
EGPF,EGAA,1,19,A319,33
EGAA,EGPF,1,20,A319,28
EGPF,EGAA,2,5,A319,28
EGAA,EGPF,2,7,A319,37
EGPF,EGGW,2,8,A319,51
EGGW,EGPF,2,9,A319,57
EGPF,EGAA,2,11,A319,23
EGAA,EGPF,2,12,A319,42
EGPF,EHAM,2,14,A319,70
EHAM,EGPF,2,16,A319,72
EGPF,EGSS,2,18,A319,49
EGSS,EGPF,2,20,A319,57
EGPF,EGGW,3,6,A319,47
EGGW,EGPF,3,13,A319,58
EGPF,EHAM,3,15,A319,67
EHAM,EGPF,3,16,A319,81
EGPF,EGSS,3,18,A319,50
EGSS,EGPF,3,20,A319,55
EGGW,EGPF,4,13,A319,63
EGPF,EHAM,4,14,A319,61
EHAM,EGPF,4,16,A319,83
EGPF,EGSS,4,18,A319,52
EGSS,EGPF,4,20,A319,59
EGPF,EGGW,5,6,A319,49
EGGW,EGPF,5,13,A319,58
EGPF,EGGW,5,15,A319,46
EGGW,EGPF,5,17,A319,58
EGPF,EGSS,5,18,A319,53
EGSS,EGPF,5,20,A319,54
EGPF,EGGW,6,6,A319,51
EGGW,EGPF,6,13,A319,58
EGPF,EGGW,6,15,A319,51
EGGW,EGPF,6,17,A319,54
EGPF,EGSS,6,19,A319,49
EGSS,EGPF,6,21,A319,57
EGPF,EGGW,7,6,A319,48
EGPF,EGSS,7,9,A319,53
EGSS,EGPF,7,11,A319,58
EGPF,EHAM,7,12,A319,65
EHAM,EGPF,7,14,A319,79
EGPF,EGSS,7,17,A319,48
EGSS,EGPF,7,18,A319,58
EGPF,EGAA,1,8,A319,24
EGAA,EGPF,1,9,A319,30
EGPF,EGKK,1,10,A319,71
EGKK,EGPF,1,14,A319,57
EGPF,LFPG,1,15,A319,85
EGPF,EGAA,1,20,A319,24
EGAA,EGPF,1,21,A319,33
EGPF,EGAA,2,5,A319,29
EGAA,EGPF,2,7,A319,22
EGPF,EGGW,2,8,A319,57
EGGW,EGPF,2,9,A319,47
EGPF,EGAA,2,11,A319,19
EGPF,EHAM,2,14,A319,77
EHAM,EGPF,2,16,A319,78
EGPF,EGSS,2,18,A319,55
EGSS,EGPF,2,20,A319,53
EGPF,EGGW,3,6,A319,71
EGGW,EGPF,3,14,A319,52
EGPF,EHAM,3,16,A319,71
EHAM,EGPF,3,18,A319,72
EGPF,EGSS,3,19,A319,53
EGSS,EGPF,3,21,A319,54
EGPF,EGGW,4,6,A319,49
EGPF,EHAM,4,16,A319,65
EHAM,EGPF,4,17,A319,82
EGPF,EGSS,4,19,A319,52
EGSS,EGPF,4,21,A319,54
EGPF,EGSS,5,5,A319,57
EGSS,EGPF,5,7,A319,54
EGPF,EGAA,5,14,A319,33
EGAA,EGPF,5,15,A319,28
EGPF,EGAA,5,16,A319,30
EGAA,EGPF,5,17,A319,22
EGPF,EGAA,5,18,A319,30
EGAA,EGPF,5,20,A319,25
EGPF,EGSS,6,5,A319,56
EGSS,EGPF,6,7,A319,55
EGPF,EHAM,6,9,A319,66
EHAM,EGPF,6,10,A319,86
EGPF,EGAA,6,14,A319,29
EGAA,EGPF,6,15,A319,28
EGPF,EGAA,6,16,A319,28
EGAA,EGPF,6,17,A319,31
EGPF,EGAA,6,19,A319,27
EGAA,EGPF,6,20,A319,27
EGPF,EGGW,7,6,A319,52
EGGW,EGPF,7,7,A319,53
EGPF,EGSS,7,9,A319,62
EGSS,EGPF,7,11,A319,54
EGPF,EHAM,7,13,A319,67
EHAM,EGPF,7,15,A319,78
EGPF,EGSS,7,17,A319,60
EGPF,EGSS,1,5,A319,55
EGSS,EGPF,1,7,A319,51
EGSS,EGPF,1,11,A319,52
EGPF,EGKK,1,18,A319,56
EGKK,EGPF,1,20,A319,56
EGPF,EGGW,2,5,A319,53
EGGW,EGPF,2,13,A319,51
EGPF,EGSS,2,15,A319,57
EGSS,EGPF,2,17,A319,49
EGPF,EGGW,2,18,A319,53
EGGW,EGPF,2,20,A319,47
EGPF,EGGD,2,22,A319,51
EGKK,EGPH,3,13,A320,63
EGPH,EGKK,3,15,A320,70
EGKK,EGPH,5,13,A320,63
EGPH,EGKK,5,15,A320,68
EGKK,EHAM,2,13,A320,42
EHAM,EGKK,2,15,A320,52
LSGG,EGKK,1,15,A320,75
EGKK,EGPH,2,17,A320,56
EGPH,EGKK,2,19,A320,64
EGPH,EHAM,1,13,A319,67
EHAM,EGPH,1,15,A319,70
EGPH,EKCH,1,17,A319,89
EKCH,EGPH,1,19,A319,101
EGPH,EGAA,3,6,A319,27
EGAA,EGPH,3,7,A319,31
LSGG,EGPH,3,11,A319,107
EGPH,EGGW,4,18,A319,53
EGGW,EGPH,4,19,A319,51
EGPH,LFPG,5,12,A319,89
EGPH,LFPG,6,12,A319,102
EGPH,EGAA,7,6,A319,29
EGAA,EGPH,7,7,A319,29
EGPH,EDDH,1,12,A319,86
EDDH,EGPH,1,14,A319,85
EGPH,EGGW,2,6,A319,49
EGGW,EGPH,2,7,A319,53
EGPH,EGAA,2,15,A319,24
EGAA,EGPH,2,16,A319,33
EGPH,EGGW,2,17,A319,56
EGGW,EGPH,2,19,A319,59
EGPH,EGAA,3,6,A319,26
EGAA,EGPH,3,7,A319,35
EGPH,EGKK,4,5,A319,64
EGKK,EGPH,4,7,A319,60
EGPH,EGGD,4,18,A319,52
EGGD,EGPH,4,20,A319,57
EGPH,LFPG,5,12,A319,83
LFPG,EGPH,5,15,A319,91
LIMC,EGPH,6,9,A319,127
EGPH,EHAM,7,6,A319,66
LFPG,EGPH,1,15,A319,91
EGPH,EGSS,2,5,A319,51
EGSS,EGPH,2,7,A319,55
EGPH,EGSS,2,8,A319,52
EGSS,EGPH,2,10,A319,56
EGPH,EGGW,2,12,A319,52
EGGW,EGPH,2,14,A319,55
EGPH,EGSS,2,16,A319,56
EGSS,EHAM,2,18,A319,39
EHAM,EGPH,2,19,A319,70
EGAC,EGPH,3,7,A319,32
LSGG,EGPH,3,11,A319,130
EGPH,EGKK,4,5,A319,58
EGKK,EGPH,4,7,A319,62
EGPH,EGGD,4,18,A319,50
EGGD,EGPH,4,20,A319,58
EGPH,LFPG,5,12,A319,86
LFPG,EGPH,5,14,A319,82
EGPH,EDDH,6,12,A319,86
EDDH,EGPH,6,14,A319,95
EGPH,EGAA,7,6,A319,29
EGAA,EGPH,7,7,A319,34
LIMC,EGPH,7,11,A319,135
EGPH,EGGW,1,13,A319,56
EGGW,EGPH,1,15,A319,48
EGPH,EDDH,2,12,A319,91
EGPH,EGAA,3,6,A319,33
EGAA,EGPH,3,7,A319,25
EGPH,LSGG,3,8,A319,114
EGPH,EGKK,4,5,A319,75
EGKK,EGPH,4,7,A319,81
EGPH,EGGD,4,18,A319,53
EGGD,EGPH,4,20,A319,54
LIMC,EGPH,5,9,A319,126
EGPH,EDDH,5,12,A319,84
LIMC,EGPH,6,9,A319,128
EGPH,EDDH,6,12,A319,83
EDDH,EGPH,6,14,A319,94
EGPH,LSGG,6,17,A319,113
EDLW,EGGW,7,8,A319,63
EGGW,LSZH,1,13,A319,74
LSZH,EGGW,1,16,A319,85
EGGW,LFPG,2,5,A319,52
LFPG,EGGW,2,6,A319,50
EGGW,EDLA,2,15,A319,50
EDLW,EGGW,2,17,A319,59
EGGW,EDDH,3,13,A319,63
EDDH,EGGW,3,15,A319,69
EGGW,EGPH,3,17,A319,51
EGPH,EGGW,3,19,A319,56
EGGW,EHAM,4,17,A319,39
EHAM,EGGW,4,19,A319,52
EGGW,EGAA,5,6,A319,48
EGGW,EHAM,5,18,A319,48
EHAM,EGGW,5,19,A319,38
EDDH,EGGW,6,15,A319,72
EGGD,EGNT,5,5,A319,51
EGGD,EKCH,6,12,A319,104
LSGG,EGGD,7,19,A319,80
EGGD,EGNT,2,5,A319,54
EHAM,EGGD,2,16,A319,53
EGKK,EKCH,1,11,A319,96
EKCH,EGKK,1,14,A319,90
EGKK,LFBD,2,10,A319,70
EKCH,EGKK,5,4,A319,90
EGKK,LIPZ,5,7,A319,98
ETSE,EGKK,5,20,A319,89
EGKK,EKCH,6,12,A319,84
EKCH,EGKK,6,14,A319,106
EGKK,EGAA,1,19,A319,58
EGAA,EGKK,1,21,A319,62
EGKK,EKCH,2,17,A319,90
EKCH,EGKK,2,19,A319,89
EKCH,EGKK,4,19,A319,85
EGKK,EDDH,5,6,A319,77
EDDH,EGKK,5,8,A319,68
EGKK,LFBD,6,10,A319,64
EGKK,EGPD,7,12,A319,63
EGPD,EGKK,7,14,A319,77
LIMC,EGKK,1,14,A319,99
EGKK,EHAM,4,7,A319,47
EHAM,EGKK,4,9,A319,63
EGKK,EGPF,5,17,A319,69
EGPF,EGKK,5,19,A319,62
EGKK,EGNS,7,12,A319,52
EGNS,EGKK,7,13,A319,61
EGKK,EHAM,1,7,A319,48
EHAM,EGKK,1,8,A319,52
EDDH,EGKK,5,19,A319,79
EGKK,EDDH,6,6,A319,79
EDDH,EGKK,6,8,A319,89
EGKK,EHAM,7,6,A319,48
EHAM,EGKK,7,8,A319,62
LIMC,EGKK,1,14,A319,85
EGKK,EGPH,6,18,A320,52
EGPH,EGKK,6,20,A320,89
EGKK,EHAM,3,19,A320,75
EHAM,EGPH,3,21,A320,65
EGPH,EGKK,6,5,A320,68
EGKK,EGPH,6,7,A320,61
EGPH,EHAM,6,9,A320,70
EGKK,EGPH,7,7,A320,57
EGPH,EGSS,7,9,A320,57
EGSS,EGPH,7,11,A320,63
EGPH,EGAA,1,13,A320,33
EGAA,EGPH,1,14,A320,33
EGPH,EGKK,2,5,A320,61
EGKK,EGPF,3,13,A320,71
EGSS,EGPF,3,17,A320,61
EGGW,EGPF,3,20,A320,55
EGPF,EGKK,4,6,A320,71
EGKK,EGPF,4,13,A320,66
EGPF,EGSS,4,15,A320,47
EGSS,EGPF,4,16,A320,58
EGPF,EGGW,4,18,A320,49
EGGW,EGPF,4,20,A320,58
EGPF,EGKK,5,6,A320,67
EGKK,EGPF,5,13,A320,69
EGPF,EGSS,5,15,A320,50
EGSS,EGPF,5,17,A320,57
EGPF,EGGW,5,18,A320,48
EGGW,EGPF,5,20,A320,57
EGPF,EGKK,6,6,A320,77
EGPF,EGSS,6,15,A320,52
EGSS,EGPF,6,17,A320,56
EGPF,EGGW,6,18,A320,51
EGGW,EGPF,6,20,A320,57
EGPF,EGAA,1,13,A320,24
EGAA,EGPF,1,14,A320,25
EGPF,EGSS,1,15,A320,56
EGSS,EGPF,1,17,A320,56
EGPF,EGSS,1,19,A320,54
EGSS,EGPF,1,20,A320,50
EGPF,EGKK,2,6,A320,76
EGKK,EGPF,2,13,A320,66
EGPF,EGKK,3,6,A320,99
EGKK,EGPF,3,15,A320,75
EGPF,EGKK,4,6,A320,73
EGKK,EGPF,4,14,A320,62
EGSS,EGPF,4,18,A320,53
EGPF,EGGW,4,19,A320,48
EGGW,EGPF,4,21,A320,48
EGPF,EGKK,5,6,A320,72
EGKK,EGPF,5,13,A320,62
EGPF,EGSS,5,15,A320,59
EGSS,EGPF,5,17,A320,53
EGPF,EGGW,5,19,A320,49
EGGW,EGPF,5,20,A320,48
EGPF,EGKK,6,6,A320,83
EGKK,EGPF,6,14,A320,58
EGPF,EGSS,6,15,A320,57
EGSS,EGPF,6,17,A320,51
EGPF,EGGW,6,19,A320,51
EGGW,EGPF,6,20,A320,52
EGPF,EGAA,1,13,A320,31
EGAA,EGPF,1,14,A320,28
EGPF,EGSS,1,15,A320,64
EGSS,EGPF,1,17,A320,52
EGPF,EGSS,1,19,A320,64
EGSS,EGPF,1,21,A320,49
EGPF,EGKK,2,6,A320,86
EGKK,EGPF,2,13,A320,60
EGKK,EHAM,2,15,A319,53
EHAM,EGKK,2,17,A319,44
EKCH,EGKK,4,4,A319,94
EGNS,EGKK,6,15,A319,65
EGKK,EHAM,7,11,A319,50
EHAM,EGKK,7,13,A319,47
EGPH,EGKK,2,7,A319,58
EHAM,EGKK,2,12,A319,55
EGKK,EDDH,4,17,A319,71
EDDH,EGKK,4,19,A319,64
EGPF,EGKK,6,13,A319,65
EGKK,EHAM,6,15,A319,53
EHAM,EGKK,6,17,A319,54
EGMC,EHAM,7,10,A319,47
EHAM,EGMC,7,12,A319,41
EGKK,EGPH,1,15,A319,70
EGPH,EGKK,1,16,A319,71
EGKK,EGPH,1,18,A319,67
EGPH,EGKK,1,20,A319,65
EGKK,EGPH,2,17,A319,60
EGPH,EGKK,2,18,A319,62
,EGKK,3,8,A319,53
EGKK,EDDK,7,13,A319,43
,EGKK,7,15,A319,57
EGKK,EDLE,2,14,A319,53
EDDL,EGKK,2,16,A319,55
EGKK,EGPF,2,18,A319,71
EGPF,EGKK,2,20,A319,59
LSZH,EGKK,4,19,A319,83
EGKK,EGPD,5,6,A319,68
EGPD,EGKK,5,8,A319,75
EGKK,,7,13,A319,44
EDDK,EGKK,7,14,A319,56
LFML,EGKK,7,19,A319,91
LIMB,EGKK,2,15,A319,79
EDLN,EGKK,4,16,A319,58
EGKK,EGPF,4,18,A319,75
EGPF,EGKK,4,20,A319,66
EGKK,EGPF,6,17,A319,63
EGPF,EGKK,6,19,A319,57
EGKK,EHAM,1,11,A319,50
EHAM,EGKK,1,12,A319,52
EDLN,EGKK,2,16,A319,57
EGKK,EGPF,2,18,A319,56
EGPF,EGKK,2,20,A319,60
EKCH,EGKK,1,5,A319,92
EGKK,EGPH,3,18,A319,60
EGPH,EGKK,3,20,A319,62
EGKK,EHAM,4,13,A319,43
EHAM,EGKK,4,15,A319,55
EGKK,LFBD,5,6,A319,73
EGKK,EHAM,6,13,A319,48
EHAM,EGKK,6,15,A319,52
EGKK,EHAM,7,17,A319,44
EHAM,EGKK,7,18,A319,43
EGKK,EHAM,2,18,A319,52
EHAM,EGKK,2,20,A319,50
EGKK,EDLE,4,5,A319,54
EDLD,EGKK,4,7,A319,51
EGAA,EGKK,4,19,A319,57
EDLN,EGKK,6,16,A319,52
EGKK,EGPF,6,18,A319,58
EGPF,EGKK,6,20,A319,73
EDLN,EGKK,1,19,A319,62
EGKK,EGPD,2,17,A319,75
EGPD,EGKK,2,19,A319,74
EGKK,EDLE,3,5,A319,51
EDLN,EGKK,3,7,A319,55
EGKK,EGAA,3,16,A319,63
EGAA,EGKK,3,18,A319,60
EDDL,EGKK,4,7,A319,58
EGKK,EGAA,4,16,A319,63
EGJJ,EGGP,7,12,A319,52
EGGP,EHAM,1,13,A319,56
EHAM,EGGP,1,15,A319,69
EGGP,EGAA,2,12,A319,36
EGAA,EGGP,2,13,A319,31
EGNS,EGGP,2,16,A319,16
EGGP,EHAM,3,5,A319,65
EHAM,EGGP,3,7,A319,66
EGGP,EGAA,3,8,A319,32
EGAA,EGGP,3,10,A319,33
EGGP,LFBD,3,11,A319,86
LFBD,EGGP,3,16,A319,80
EGGP,EHAM,3,18,A319,49
EHAM,EGGP,3,19,A319,67
EGJJ,EGGP,4,13,A319,48
EGGP,LFPG,4,15,A319,72
LFPG,EGGP,4,17,A319,67
EGAA,EGGP,4,20,A319,30
EGGP,EHAM,5,5,A319,59
EHAM,EGGP,5,7,A319,72
EGGP,EGAA,5,9,A319,34
EGAA,EGGP,5,10,A319,34
EGGP,EHAM,5,16,A319,57
EHAM,EGGP,5,18,A319,57
EGSS,EGAA,1,12,A319,54
EGAA,EGSS,1,14,A319,56
EGSS,EKCH,1,6,A319,81
EKCH,EGSS,1,8,A319,79
EGSS,EHAM,1,15,A319,38
EHAM,EGSS,1,16,A319,45
EGSS,EGPF,3,11,A319,52
EGPF,EGSS,3,13,A319,55
EGSS,EGPH,3,15,A319,49
EGPH,EHAM,3,17,A319,68
EHAM,EGSS,3,19,A319,50
EGSS,EGPF,5,11,A319,54
EGPF,EGSS,5,13,A319,63
EGSS,EGPH,5,15,A319,47
EGPH,EHAM,5,16,A319,69
EHAM,EGSS,5,18,A319,35
LJLJ,EGSS,2,9,A319,106
EGSS,EGPF,4,12,A319,58
EHAM,EGSS,4,18,A319,40
EGSS,EKCH,5,6,A319,81
EKCH,EGSS,5,8,A319,75
EGSS,EHAM,5,15,A319,41
EHAM,EGSS,5,17,A319,44
EGAA,LFPG,3,12,A319,78
EGAA,EGKK,3,17,A319,75
EGKK,EGAA,3,19,A319,60
EGAA,EGKK,4,13,A319,65
EGKK,EGAA,4,20,A319,64
EGAA,EGBB,5,6,A319,49
EGBB,EGAA,5,7,A319,45
EGAA,EHAM,5,15,A319,69
EHAM,EGAA,5,17,A319,84
EGAA,EGPH,5,19,A319,30
EGPH,EGAA,5,20,A319,29
EGAA,EGCC,6,6,A319,37
EGAA,EGGP,6,16,A319,33
EGGP,EGAA,6,17,A319,31
EGAA,EGSS,7,13,A319,59
EGSS,EGAA,7,14,A319,50
EGAA,EGKK,1,6,A319,56
EGKK,EGAA,1,13,A319,68
EGAA,EGBB,1,15,A319,45
EGBB,EGAA,1,17,A319,47
EGAA,EGKK,1,18,A319,57
EGKK,EGAA,1,20,A319,60
EGAA,EGSS,2,5,A319,54
EGSS,EGAA,2,7,A319,53
EGKK,EGAA,2,10,A319,62
EGAA,LFPG,2,12,A319,88
LFPG,EGAA,2,14,A319,80
EGAA,EGKK,2,16,A319,63
EGKK,EGAA,2,18,A319,67
EGSS,EHAM,1,17,A319,42
EHAM,EGSS,1,19,A319,42
EGSS,EGAA,4,12,A319,51
EGAA,EGSS,4,14,A319,53
LJLJ,EGSS,5,14,A319,102
LIMC,EHAM,2,16,A319,86
EGKK,ENBR,1,13,A319,110
ENBR,EGKK,1,16,A319,96
EGKK,EKCH,1,19,A319,91
EKCH,EGKK,2,4,A319,98
EKCH,EGKK,3,8,A319,95
EGKK,EKCH,3,12,A319,82
EKCH,EGKK,3,14,A319,104
LIMC,EGKK,3,20,A319,84
EGKK,EGPD,5,7,A319,61
EGPD,EGKK,5,9,A319,81
EGKK,EGPD,6,17,A319,62
EGPD,EGKK,6,19,A319,82
EGPH,EGSS,1,6,A319,63
EGSS,EGPH,1,8,A319,48
EGPH,EGGW,1,9,A319,57
EGPH,EHAM,1,13,A319,75
EHAM,EGPH,1,15,A319,59
EDLW,EGGW,2,8,A319,67
EGKK,EGPH,2,18,A319,57
EGPH,EGKK,2,20,A319,61
EGKK,EGPD,3,6,A319,70
EGPD,EGKK,3,8,A319,77
EGKK,EHAM,3,15,A319,51
EHAM,EGKK,3,17,A319,52
EGKK,EHAM,4,18,A319,47
EHAM,EGKK,4,19,A319,52
EGKK,EKCH,1,12,A319,90
EKCH,EGKK,1,14,A319,112
EGKK,EKCH,1,17,A319,80
EKCH,EGKK,1,19,A319,101
EGKK,EHAM,2,7,A319,47
EHAM,EGKK,2,9,A319,48
EGKK,EGAA,2,16,A319,66
EGAA,EGKK,2,18,A319,51
EGGW,EGPF,3,6,A319,61
LFPG,EGPF,3,10,A319,92
EGPF,EGGW,3,12,A319,46
LFPG,EGGW,3,16,A319,67
EGGW,LFPG,3,18,A319,53
LFPG,EGGW,3,20,A319,48
EGGW,EGPF,4,6,A319,61
EGPF,LFPG,4,7,A319,78
LFPB,EGPF,4,10,A319,92
EGPF,EGGW,4,12,A319,45
EGGW,LFPG,4,14,A319,59
LFPG,EGGW,4,16,A319,51
EGGW,LFPG,4,18,A319,51
LFPG,EGGW,4,19,A319,55
EDLW,EGGW,6,7,A319,56
EGGW,EHAM,6,15,A319,46
EHAM,EGSS,6,17,A319,47
EGSS,EHAM,1,15,A319,44
EHAM,EGSS,1,17,A319,39
EGSS,EGPF,2,11,A319,62
EGPF,EGSS,2,13,A319,55
EGSS,EGPH,2,15,A319,52
EGPH,EHAM,2,17,A319,60
EHAM,EGSS,2,18,A319,39
EGSS,EHAM,3,7,A319,46
EHAM,EGSS,3,8,A319,43
EGSS,EKCH,3,14,A319,73
EKCH,EGSS,3,16,A319,88
EGAA,EGSS,3,20,A319,60
EGSS,EKCH,4,6,A319,70
EKCH,EGSS,4,8,A319,88
EGSS,EHAM,4,15,A319,40
EHAM,EGSS,4,16,A319,42
EGSS,EKCH,5,6,A319,77
EKCH,EGSS,5,8,A319,86
EHAM,EGSS,5,17,A319,50
EGSS,EGPF,6,11,A319,61
EGPF,EGSS,6,13,A319,50
EGPH,EHAM,6,16,A319,68
EHAM,EGSS,6,18,A319,51
EGSS,EHAM,1,6,A319,42
EHAM,EGSS,1,8,A319,45
EKCH,EGSS,1,16,A319,86
EGSS,EGAA,1,18,A319,51
EGAA,EGSS,1,20,A319,53
EKCH,EGSS,2,8,A319,85
EGSS,EHAM,2,15,A319,41
EHAM,EGSS,2,16,A319,44
EGKK,EHAM,3,5,A320,56
EHAM,EGKK,3,7,A320,44
EGKK,EHAM,2,5,A320,39
EHAM,EGKK,2,7,A320,45
EGKK,EHAM,4,5,A320,59
EHAM,EGKK,4,7,A320,47
EGKK,EHAM,1,10,A319,51
EHAM,EGKK,1,13,A319,58
EGNS,EGGP,1,19,A319,18
EGKK,EGPF,2,8,A319,71
EGPF,EGKK,2,16,A319,67
EGKK,EGPD,7,12,A319,63
EGPD,EGKK,7,13,A319,78
EGKK,LFBD,3,11,A319,65
EGKK,LFBD,7,10,A319,72
LIMC,EGKK,2,15,A319,88
EGKK,EKCH,4,6,A319,90
EKCH,EGKK,4,8,A319,97
EGKK,EKCH,4,12,A319,82
EKCH,EGKK,4,14,A319,97
LSZH,EGKK,5,19,A319,76
EGKK,EHAM,7,11,A319,49
EHAM,EGKK,7,13,A319,47
EGKK,EHAM,7,15,A319,46
EHAM,EGKK,7,16,A319,45
EGKK,LFBD,2,10,A319,74
EGPF,EGKK,3,21,A319,69
EGKK,LIMB,6,12,A319,75
LIMB,EGKK,6,15,A319,95
EGKK,LSZH,6,17,A319,102
LSZH,EGKK,6,20,A319,76
EGKK,EHAM,7,17,A319,44
EHAM,EGKK,7,19,A319,59
EGKK,,1,18,A319,49
EDDK,EGKK,1,20,A319,60
EGKK,EDDH,2,6,A319,68
EDDH,EGKK,2,8,A319,72
EGCC,LSGG,1,12,A320,86
EGKK,EGPH,2,13,A320,69
EGPH,EGKK,2,15,A320,69
EGKK,EGPD,4,17,A320,71
EGPD,EGKK,4,19,A320,78
EGKK,EHAM,6,5,A320,51
EHAM,EGKK,6,7,A320,42
EGKK,EKCH,3,16,A320,91
EGKK,EGPH,2,18,A320,62
EGPH,EGKK,2,20,A320,65
EGKK,EHAM,3,5,A320,44
EHAM,EGKK,3,7,A320,45
EGKK,EKCH,6,6,A320,87
EKCH,EGKK,6,8,A320,87
EGPF,EGAA,1,13,A320,28
EGAA,EGPF,1,14,A320,27
EGPF,EGSS,1,15,A320,52
EGSX,EGPF,1,17,A320,54
EGGW,EGPF,1,20,A320,52
EGPF,EGKK,2,6,A320,65
EGKK,EGPF,2,13,A320,61
EGPF,EGKK,3,6,A320,59
EGKK,EGPF,3,13,A320,70
EGPF,EGSS,3,15,A320,54
EGSS,EGPF,3,17,A320,52
EGPF,EGGW,3,18,A320,56
EGGW,EGPF,3,20,A320,48
EGPF,EGKK,4,6,A320,65
EGKK,EGPF,4,13,A320,53
EGPF,EGSS,4,15,A320,58
EGSS,EGPF,4,17,A320,48
EGPF,EGGW,4,18,A320,53
EGGW,EGPF,4,20,A320,43
EGPF,EGKK,5,6,A320,69
EGKK,EGPF,5,13,A320,53
EGPF,EGSS,5,15,A320,60
EGSS,EGPF,5,17,A320,47
EGPF,EGGW,5,18,A320,58
EGGW,EGPF,5,20,A320,48
EGPF,EGKK,6,6,A320,75
EGKK,EGPF,6,14,A320,58
